"ID товара";Артикул;Категория;"URL категории";Товар;Вариант;"Краткое описание";Описание;Цена;"Старая цена";"URL товара";Изображение;Количество;Активность;"Заголовок [SEO]";"Ключевые слова [SEO]";"Описание [SEO]";Рекомендуемый;Новый;Сортировка;Вес;"Связанные артикулы";"Смежные категории";"Ссылка на товар";Валюта;"Единицы измерения";"Длина   ";"Ширина   ";"Толщина   ";"Основная камера   ";"Частота кадров   ";"Разрешение видео   ";"Фронтальная камера   ";"Разрешение экрана   ";"Диагональ   ";"Тип экрана   ";"Оперативная память   ";"Количество ядер   ";"Емкость аккумулятора   ";"Процессор   ";"Поддержка MicroSD   ";"Количество SIM-карт   ";"Версия ОС   ";"Вес   ";"Максимальный объём памяти ";"Размеры ";"Вес [prop attr=42] ";"Тип батареи ";"Точность хода ";"Водонепроницаемость ";"Объём памяти [size]";"Цвет[prop attr=Смартфоны] [color]";"Цвет [color]";"Размер[prop attr=Детская обувь] [size]";"Размер обуви [size]";"Размер [size]";"Размер[prop attr=Леггинсы] [size]";"Окончание акции (дд.мм.гггг) ";"Год изготовления[prop attr=Шины] [prop attr=51] ";"Сложные характеристики"
71;;"Шины по диаметру/R19";shiny-po-diametru/r19;"Accelera PHI 235/35 ZR19 91Y XL";;;;"2 064";;accelera-phi-235-35-zr19-91y-xl;accelera-phi-235-35-zr19-91y-xl.jpg;2;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;;"Шины по диаметру/R18";shiny-po-diametru/r18;"Accelera PHI 245/45 ZR18 100Y XL";;;;"1 752";;accelera-phi-245-45-zr18-100y-xl;accelera-phi-245-45-zr18-100y-xl.jpg;2;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;;"Шины по диаметру/R18";shiny-po-diametru/r18;"Accelera Iota 235/55 R18 104V XL";;;;"1 960";;accelera-iota-235-55-r18-104v-xl;accelera-iota-235-55-r18-104v-xl.jpg;4;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;;"Шины по диаметру/R18";shiny-po-diametru/r18;"Accelera Iota ST-68 255/55 R18 109V XL";;;;"1 788";;accelera-iota-st-68-255-55-r18-109v-xl;accelera-iota-st-68-255-55-r18-109v-xl.jpg;8;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;;"Шины по диаметру/R19";shiny-po-diametru/r19;"Accelera Iota ST-68 255/50 R19 107W";;;;"3 500";;accelera-iota-st-68-255-50-r19-107w;accelera-iota-st-68-255-50-r19-107w.jpg;4;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;;"Шины по диаметру/R20";shiny-po-diametru/r20;"Accelera Iota ST-68 265/40 R20 104V XL";;;;"2 534";;accelera-iota-st-68-265-40-r20-104v-xl;accelera-iota-st-68-265-40-r20-104v-xl.jpg;4;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;;"Шины по диаметру/R17";shiny-po-diametru/r17;"Accelera Iota 255/60 R17 110V XL";;;;"2 248";;accelera-iota-255-60-r17-110v-xl;accelera-iota-255-60-r17-110v-xl.jpg;2;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;;"Шины по диаметру/R18";shiny-po-diametru/r18;"Accelera Iota 255/60 R18 112V XL";;;;"2 267";;accelera-iota-255-60-r18-112v-xl;accelera-iota-255-60-r18-112v-xl.jpg;1;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;;"Шины по диаметру/R17";shiny-po-diametru/r17;"Accelera Iota 215/60 R17 100V XL";;;;"2 112";;accelera-iota-215-60-r17-100v-xl;accelera-iota-215-60-r17-100v-xl.jpg;6;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;;"Шины по диаметру/R21";shiny-po-diametru/r21;"Accelera Iota 295/35 ZR21 107Y XL";;;;"2 730";;accelera-iota-295-35-zr21-107y-xl;accelera-iota-295-35-zr21-107y-xl.jpg;4;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;;"Шины по диаметру/R22";shiny-po-diametru/r22;"Accelera Iota 285/35 ZR22 106W XL";;;;"2 650";;accelera-iota-285-35-zr22-106w-xl;accelera-iota-285-35-zr22-106w-xl.jpg;1;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;;"Шины по диаметру/R20";shiny-po-diametru/r20;"Accelera Iota 315/35 ZR20 110W XL";;;;"2 625";;accelera-iota-315-35-zr20-110w-xl;accelera-iota-315-35-zr20-110w-xl.jpg;4;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;;"Шины по диаметру/R22";shiny-po-diametru/r22;"Accelera Iota 275/45 ZR22 112W";;;;"4 367";;accelera-iota-275-45-zr22-112w;accelera-iota-275-45-zr22-112w.jpg;6;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;;"Шины по диаметру/R20";shiny-po-diametru/r20;"Accelera Iota 275/45 R20 112V XL";;;;"2 576";;accelera-iota-275-45-r20-112v-xl;accelera-iota-275-45-r20-112v-xl.jpg;4;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;;"Шины по диаметру/R19";shiny-po-diametru/r19;"Accelera Iota 275/45 ZR19 108W XL";;;;"2 406";;accelera-iota-275-45-zr19-108w-xl;accelera-iota-275-45-zr19-108w-xl.jpg;4;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;;"Шины по диаметру/R19";shiny-po-diametru/r19;"Accelera Iota 255/50 R19 107V XL";;;;"2 918";;accelera-iota-255-50-r19-107v-xl;accelera-iota-255-50-r19-107v-xl.jpg;10;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;;"Шины по диаметру/R19";shiny-po-diametru/r19;"Accelera Iota 255/55 R19 111V XL";;;;"2 688";;accelera-iota-255-55-r19-111v-xl;accelera-iota-255-55-r19-111v-xl.jpg;4;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;;"Шины по диаметру/R19";shiny-po-diametru/r19;"Accelera Iota 255/55 ZR19 111W XL";;;;"3 041";;accelera-iota-255-55-zr19-111w-xl;accelera-iota-255-55-zr19-111w-xl.jpg;4;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;;"Шины по диаметру/R20";shiny-po-diametru/r20;"Accelera Iota 275/40 ZR20 106Y XL";;;;"2 436";;accelera-iota-275-40-zr20-106y-xl;accelera-iota-275-40-zr20-106y-xl.jpg;18;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;;"Шины по диаметру/R18";shiny-po-diametru/r18;"Accelera Iota 255/55 R18 109V XL";;;;"2 219";;accelera-iota-255-55-r18-109v-xl;accelera-iota-255-55-r18-109v-xl.jpg;4;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;;"Шины по диаметру/R18";shiny-po-diametru/r18;"Accelera Iota 235/55 ZR18 104W XL";;;;"2 157";;accelera-iota-235-55-zr18-104w-xl;accelera-iota-235-55-zr18-104w-xl.jpg;3;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;;"Шины по диаметру/R17";shiny-po-diametru/r17;"Accelera Iota 235/65 R17 108V XL";;;;"2 055";;accelera-iota-235-65-r17-108v-xl;accelera-iota-235-65-r17-108v-xl.jpg;2;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;;"Шины по диаметру/R17";shiny-po-diametru/r17;"Accelera Iota 225/65 R17 106V XL";;;;"1 771";;accelera-iota-225-65-r17-106v-xl;accelera-iota-225-65-r17-106v-xl.jpg;2;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
